ID,Site,Date,Start.angle,Transect.angle,Transect,Point,Family,Genus,Species,N,Author,DBH,Height,Notes.stem,Notes.other,UTM.begin.1,UTM.begin.2,UTM.end.1,UTM.end.2,Photos.site,Photos.plant,dis,hab,point
878,Madre selva,25/11/2015,320,200,MS1,6,Burseraceae,Protium,sp. 1,Protium sp. 1,,2.5,4,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
879,Madre selva,25/11/2015,320,200,MS1,6,Rubiaceae,Posoqueria,panamensis,Posoqueria panamensis, (Walp. & Duchass.) Walp.,6.5,6,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
880,Madre selva,25/11/2015,320,200,MS1,6,Olacaceae,Heisteria,acuminata,Heisteria acuminata,(Bonpl.) Engl.,7.6,6,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
881,Madre selva,25/11/2015,320,200,MS1,6,Euphorbiaceae,Mabea,taquari,Mabea taquari,Aubl.,6,3,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
882,Madre selva,25/11/2015,320,200,MS1,6,Anacardiaceae,Thyrsodium,spruceanum,Thyrsodium spruceanum,Benth.,4,7,espinas en el tronco,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
883,Madre selva,25/11/2015,320,200,MS1,6,Melastomataceae,Miconia,punctata,Miconia punctata,(Desr.) DC.,6.2,6,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
884,Madre selva,25/11/2015,320,200,MS1,6,Arecaceae,Astrocaryum,murumuru,Astrocaryum murumuru,Mart.,13,4,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
885,Madre selva,25/11/2015,320,200,MS1,6,Annonaceae,Mosannona,raimondii,Mosannona raimondii,(Diels) Chatrou,3.2,5,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
886,Madre selva,25/11/2015,320,200,MS1,6,Meliaceae,Guarea,pubescens,Guarea pubescens,(Rich.) A. Juss.,21.5,12,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
887,Madre selva,25/11/2015,320,200,MS1,6,Moraceae,Perebea,mennegae,Perebea mennegae,C.C.Berg,10.8,8,latex crema,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
888,Madre selva,25/11/2015,320,200,MS1,6,Myristicaceae,Compsoneura,sprucei,Compsoneura sprucei,(A. DC.) Warb.,3.8,5,flores,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
889,Madre selva,25/11/2015,320,200,MS1,6,Malvaceae,Apeiba,aspera,Apeiba aspera,Aubl.,18.6,8,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
890,Madre selva,25/11/2015,320,200,MS1,6,Rubiaceae,Amaioua,corymbosa,Amaioua corymbosa,Kunth,16.3,9,,,764,NA,765,NA, 252 - 255,,P,U,MS1_6
891,Madre selva,26/11/2015,90,0,MS5,1,Arecaceae,Iriartea,deltoidea,Iriartea deltoidea,Ruiz & Pav.,5.2,2,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
892,Madre selva,26/11/2015,90,0,MS5,1,Fabaceae,Zygia,sp. 1,Zygia sp. 1,,5.3,4,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
893,Madre selva,26/11/2015,90,0,MS5,1,Lecythidaceae,Eschweilera,bracteosa,Eschweilera bracteosa,(Poepp. ex O. Berg) Miers,7.3,8,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
894,Madre selva,26/11/2015,90,0,MS5,1,Lecythidaceae,Eschweilera,bracteosa,Eschweilera bracteosa,(Poepp. ex O. Berg) Miers,3.4,5,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
895,Madre selva,26/11/2015,90,0,MS5,1,Burseraceae,Protium,guianensis,Protium guianensis,(Aubl.) Marchand,7.3,8,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
896,Madre selva,26/11/2015,90,0,MS5,1,Meliaceae,Guarea,kunthiana,Guarea kunthiana, A. Juss.,6.8,8,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
897,Madre selva,26/11/2015,90,0,MS5,1,Meliaceae,Guarea,pubescens,Guarea pubescens,(Rich.) A. Juss.,12.1,9,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
898,Madre selva,26/11/2015,90,0,MS5,1,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,17.3,10,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
899,Madre selva,26/11/2015,90,0,MS5,1,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,4.1,6,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
900,Madre selva,26/11/2015,90,0,MS5,1,Rubiaceae,Pentagonia,amazonica,Pentagonia amazonica,"(Ducke) L.Andersson & Rova
",7.9,7,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
901,Madre selva,26/11/2015,90,0,MS5,1,Achariaceae,Carpotroche,longifolia,Carpotroche longifolia,(Poepp.) Benth.,4.2,5,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
902,Madre selva,26/11/2015,90,0,MS5,1,Lauraceae,Aniba,panurensis,Aniba panurensis,(Meisn.) Mez,16.8,10,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
903,Madre selva,26/11/2015,90,0,MS5,1,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,3.5,5,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
904,Madre selva,26/11/2015,90,0,MS5,1,Boraginaceae,Cordia,ucayaliensis,Cordia ucayaliensis,(I.M. Johnst.) I.M. Johnst. ,2.8,4,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
905,Madre selva,26/11/2015,90,0,MS5,1,Malvaceae,Phragmotheca,amazonica,Phragmotheca amazonica, (W.S. Alverson) Fern. Alonso,16.2,7,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
906,Madre selva,26/11/2015,90,0,MS5,1,Euphorbiaceae,Nealchornea,yapurensis,Nealchornea yapurensis,Huber,10.1,12,fosforo caspi,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
907,Madre selva,26/11/2015,90,0,MS5,1,Myristicaceae,Iryanthera,paraensis,Iryanthera paraensis,Huber,14,9,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
908,Madre selva,26/11/2015,90,0,MS5,1,Fabaceae,Swartzia,schunkei,Swartzia schunkei,R.S. Cowan,5.4,3,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
909,Madre selva,26/11/2015,90,0,MS5,1,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,46,17,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
910,Madre selva,26/11/2015,90,0,MS5,1,Annonaceae,Unonopsis,stipitata,Unonopsis stipitata,Diels,3,4,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
911,Madre selva,26/11/2015,90,0,MS5,1,Lauraceae,Aniba,panurensis,Aniba panurensis,(Meisn.) Mez,15.3,9,,,765,NA,766,NA, 256 - 259,,P,U,MS5_1
912,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,6.6,5,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
913,Madre selva,26/11/2015,80,330,MS5,2,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,42.5,16,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
914,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,6.3,6,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
915,Madre selva,26/11/2015,80,330,MS5,2,Clusiaceae,Symphonia,globulifera,Symphonia globulifera, L. f.,15.4,9,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
916,Madre selva,26/11/2015,80,330,MS5,2,Rutaceae,Galipea,maxima,Galipea maxima,Pirani & Kallunki,14,16,3 Foliolos - alterna ,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
917,Madre selva,26/11/2015,80,330,MS5,2,Salicaceae,Casearia,obovalis,Casearia obovalis,Poepp. ex Griseb.,4.9,7,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
918,Madre selva,26/11/2015,80,330,MS5,2,Malvaceae,Scleronema,praecox,Scleronema praecox,(Ducke) Ducke,5.2,5,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
919,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,5.3,5,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
920,Madre selva,26/11/2015,80,330,MS5,2,Elaeocarpaceae,Sloanea,floribunda,Sloanea floribunda,Spruce ex Benth.,2.7,4,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
921,Madre selva,26/11/2015,80,330,MS5,2,Lauraceae,Nectandra,acuminata,Nectandra acuminata,(Nees) J.F.Macbr.,3.8,6,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
922,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,10,8,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
923,Madre selva,26/11/2015,80,330,MS5,2,Salicaceae,Casearia,obovalis,Casearia obovalis,Poepp. ex Griseb.,2.7,5,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
924,Madre selva,26/11/2015,80,330,MS5,2,Malvaceae,Matisia,hirta,Matisia hirta,Cuatrec.,15,8,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
925,Madre selva,26/11/2015,80,330,MS5,2,Arecaceae,Astrocaryum,murumuru,Astrocaryum murumuru,Mart.,11.5,7,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
926,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,4.2,6,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
927,Madre selva,26/11/2015,80,330,MS5,2,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,5.7,6,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
928,Madre selva,26/11/2015,80,330,MS5,2,Meliaceae,Trichilia,martiana,Trichilia martiana,C.DC.,47.3,15,,,767,NA,768,NA, 260 - 263,,P,U,MS5_2
929,Madre selva,26/11/2015,260,120,MS5,3,Myristicaceae,Compsoneura,capitellata,Compsoneura capitellata,(A. DC.) Warb.,3.9,5,Flores,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
930,Madre selva,26/11/2015,260,120,MS5,3,Fabaceae,Inga,umbratica,Inga umbratica,Poepp. & Endl.,5.7,9,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
931,Madre selva,26/11/2015,260,120,MS5,3,Clusiaceae,Tovomita,macrophylla,Tovomita macrophylla,(Poepp.) Walp.,3.4,5,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
932,Madre selva,26/11/2015,260,120,MS5,3,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,14.5,11,Latex rosado,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
933,Madre selva,26/11/2015,260,120,MS5,3,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,4.4,5,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
934,Madre selva,26/11/2015,260,120,MS5,3,Chrysobalanaceae,Couepia,bernardii,Couepia bernardii,Prance,3.2,6,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
935,Madre selva,26/11/2015,260,120,MS5,3,Myristicaceae,Osteophloeum,platyspermum,Osteophloeum platyspermum,(Spruce ex A. DC.) Warb.,11.8,13,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
936,Madre selva,26/11/2015,260,120,MS5,3,Rubiaceae,Faramea,multiflora,Faramea multiflora,A. Rich.,7.8,7,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
937,Madre selva,26/11/2015,260,120,MS5,3,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,13.1,14,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
938,Madre selva,26/11/2015,260,120,MS5,3,Meliaceae,Trichilia,pallida,Trichilia pallida,Sw.,7.8,6,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
939,Madre selva,26/11/2015,260,120,MS5,3,Meliaceae,Trichilia,mazanensis,Trichilia mazanensis,J.F.Macbr.,26.2,15,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
940,Madre selva,26/11/2015,260,120,MS5,3,Moraceae,Naucleopsis,glabra,Naucleopsis glabra,Spruce ex Pittier,22.4,18,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
941,Madre selva,26/11/2015,260,120,MS5,3,Malvaceae,Herrania,mariae,Herrania mariae,(Mart.) Decne. ex Goudot,3.8,5,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
942,Madre selva,26/11/2015,260,120,MS5,3,Rubiaceae,Duroia,hirsuta,Duroia hirsuta, (Poepp.) K. Schum.,4.9,5,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
943,Madre selva,26/11/2015,260,120,MS5,3,Myristicaceae,Virola,decorticans,Virola decorticans,"Ducke
",2.9,3,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
944,Madre selva,26/11/2015,260,120,MS5,3,Fabaceae,Inga,umbellifera,Inga umbellifera,(Vahl) DC.,2.9,5,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
945,Madre selva,26/11/2015,260,120,MS5,3,Malvaceae,Sterculia,apetala,Sterculia apetala, (Jacq.) H. Karst.,5,6,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
946,Madre selva,26/11/2015,260,120,MS5,3,Moraceae,Pseudolmedia,macrophylla,Pseudolmedia macrophylla,Trécul,3.2,5,latex amarillo,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
947,Madre selva,26/11/2015,260,120,MS5,3,Moraceae,Maquira,guianensis,Maquira guianensis,Aubl.,3,5,latex crema,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
948,Madre selva,26/11/2015,260,120,MS5,3,Rubiaceae,Duroia,hirsuta,Duroia hirsuta, (Poepp.) K. Schum.,3.2,5,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
949,Madre selva,26/11/2015,260,120,MS5,3,Annonaceae,Guatteria,veneficiorum,Guatteria veneficiorum,Mart.,5,6,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
950,Madre selva,26/11/2015,260,120,MS5,3,Rubiaceae,Duroia,hirsuta,Duroia hirsuta, (Poepp.) K. Schum.,6.5,7,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
951,Madre selva,26/11/2015,260,120,MS5,3,Boraginaceae,Cordia,nodosa,Cordia nodosa,Lam.,11.1,7,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
952,Madre selva,26/11/2015,260,120,MS5,3,Burseraceae,Protium,amazonicum,Protium amazonicum,(Cuatrec.) Daly,4.8,6,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
953,Madre selva,26/11/2015,260,120,MS5,3,Urticaceae,Pourouma,minor,Pourouma minor,Benoist,13.2,8,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
954,Madre selva,26/11/2015,260,120,MS5,3,Arecaceae,Iriartea,deltoidea,Iriartea deltoidea,Ruiz & Pav.,14.9,8,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
955,Madre selva,26/11/2015,260,120,MS5,3,Rubiaceae,Duroia,hirsuta,Duroia hirsuta, (Poepp.) K. Schum.,4.9,5,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
956,Madre selva,26/11/2015,260,120,MS5,3,Boraginaceae,Cordia,nodosa,Cordia nodosa,Lam.,6.9,6,,,769,NA,770,NA, 264 - 267,,P,U,MS5_3
957,Madre selva,26/11/2015,270,200,MS5,4,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,6.5,7,Latex naranja claro,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
958,Madre selva,26/11/2015,270,200,MS5,4,Malvaceae,Matisia,malacocalyx,Matisia malacocalyx,(A. Robyns & S. Nilsson) W.S. Alverson,5.7,5,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
959,Madre selva,26/11/2015,270,200,MS5,4,Clusiaceae,Tovomita,rubella,Tovomita rubella,Spruce ex Planch. & Triana,3.3,5,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
960,Madre selva,26/11/2015,270,200,MS5,4,Meliaceae,Guarea,juglandiformis,Guarea juglandiformis,T.D.Penn.,4.2,5,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
961,Madre selva,26/11/2015,270,200,MS5,4,Olacaceae,Heisteria,duckei,Heisteria duckei,Sleumer,9.7,8,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
962,Madre selva,26/11/2015,270,200,MS5,4,Rutaceae,Galipea,maxima,Galipea maxima,Pirani & Kallunki,2.7,4,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
963,Madre selva,26/11/2015,270,200,MS5,4,Myristicaceae,Iryanthera,paraensis,Iryanthera paraensis,Huber,3,3,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
964,Madre selva,26/11/2015,270,200,MS5,4,Caryocaraceae,Caryocar,amydaliforme,Caryocar amydaliforme,Ruiz & Pav. ex G. Don,20.5,10,espinas en el tronco,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
965,Madre selva,26/11/2015,270,200,MS5,4,Fabaceae,Inga,sertulifera,Inga sertulifera,DC.,5.2,7,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
966,Madre selva,26/11/2015,270,200,MS5,4,Myristicaceae,Virola,pavonis,Virola pavonis,(A.DC.) A.C.Sm.,4.2,6,Exudado translucido,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
967,Madre selva,26/11/2015,270,200,MS5,4,Myristicaceae,Otoba,glycycarpa,Otoba glycycarpa,(Ducke) W.A. Rodrigues & T.S. Jaram.,11.5,5,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
968,Madre selva,26/11/2015,270,200,MS5,4,Achariaceae,Carpotroche,longifolia,Carpotroche longifolia,(Poepp.) Benth.,2.5,3,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
969,Madre selva,26/11/2015,270,200,MS5,4,Myristicaceae,Otoba,parvifolia,Otoba parvifolia,(Markgr.) A.H. Gentry,3.5,3,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
970,Madre selva,26/11/2015,270,200,MS5,4,Sapindaceae,Matayba,adenanthera,Matayba adenanthera,Radlk.,50,17,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
971,Madre selva,26/11/2015,270,200,MS5,4,Myristicaceae,Iryanthera,crassifolia,Iryanthera crassifolia,A.C.Sm.,4.4,6,,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
972,Madre selva,26/11/2015,270,200,MS5,4,Moraceae,Naucleopsis,mello-barretoi,Naucleopsis mello-barretoi,(Standl.) C.C. Berg,6.8,5,latex crema,,772,NA,771,NA, 268 - 271,,P,U,MS5_4
973,Madre selva,27/11/2015,140,250,MS3,1,Myristicaceae,Virola,elongata,Virola elongata,(Benth.) Warb.,30.6,14,,,773,NA,774,NA, 272 - 275,,P,V,MS3_1
974,Madre selva,27/11/2015,140,250,MS3,1,Nyctaginaceae,Neea,floribunda,Neea floribunda,Poepp. & Endl.,7.1,4,,,773,NA,774,NA, 272 - 275,,P,V,MS3_1
975,Madre selva,27/11/2015,140,250,MS3,1,Euphorbiaceae,Hura,crepitans,Hura crepitans, L.,29,10,,,773,NA,774,NA, 272 - 275,,P,V,MS3_1
976,Madre selva,27/11/2015,140,250,MS3,1,Fabaceae,Tachigali,tessmannii,Tachigali tessmannii,Harms,3.9,3,,,773,NA,774,NA, 272 - 275,,P,V,MS3_1
977,Madre selva,27/11/2015,140,250,MS3,1,Salicaceae,Laetia,corymbulosa,Laetia corymbulosa,Spruce ex Benth.,5.8,6,,,773,NA,774,NA, 272 - 275,,P,V,MS3_1
978,Madre selva,27/11/2015,140,250,MS3,1,Fabaceae,Swartzia,calva,Swartzia calva,R.S.Cowan,4.2,4,,,773,NA,774,NA, 272 - 275,,P,V,MS3_1
979,Madre selva,27/11/2015,140,250,MS3,1,Olacaceae,Heisteria,duckei,Heisteria duckei,Sleumer,3.7,5,lenticelas,,773,NA,774,NA, 272 - 275,,P,V,MS3_1
980,Madre selva,27/11/2015,140,250,MS3,1,Salicaceae,Laetia,corymbulosa,Laetia corymbulosa,Spruce ex Benth.,14.2,9,,,773,NA,774,NA, 272 - 275,,P,V,MS3_1
981,Madre selva,27/11/2015,160,290,MS3,2,Salicaceae,Laetia,corymbulosa,Laetia corymbulosa,Spruce ex Benth.,3.7,3,,,775,NA,776,NA, 276 - 279,,P,V,MS3_2
982,Madre selva,27/11/2015,160,290,MS3,2,Polygonaceae,Triplaris,weigeltiana,Triplaris weigeltiana,(Rchb.) Kuntze,4.7,5,,,775,NA,776,NA, 276 - 279,,P,V,MS3_2
983,Madre selva,27/11/2015,160,290,MS3,2,Urticaceae,Cecropia,ficifolia,Cecropia ficifolia,Warb. ex Snethl.,2.7,4,,,775,NA,776,NA, 276 - 279,,P,V,MS3_2
984,Madre selva,27/11/2015,160,290,MS3,2,Polygonaceae,Triplaris,weigeltiana,Triplaris weigeltiana,(Rchb.) Kuntze,3.9,6,,,775,NA,776,NA, 276 - 279,,P,V,MS3_2
985,Madre selva,27/11/2015,160,290,MS3,2,Araceae,Montrichardia,arborescens,Montrichardia arborescens,(L.) Schott,16,3,,,775,NA,776,NA, 276 - 279,,P,V,MS3_2
986,Madre selva,27/11/2015,160,290,MS3,2,Malvaceae,Eriotheca,globosa,Eriotheca globosa,(Aubl.) A. Robyns,12.2,6,,,775,NA,776,NA, 276 - 279,,P,V,MS3_2
987,Madre selva,27/11/2015,160,290,MS3,2,Polygonaceae,Coccoloba,densifrons,Coccoloba densifrons,Mart. ex Meisn.,3,3,,,775,NA,776,NA, 276 - 279,,P,V,MS3_2
988,Madre selva,27/11/2015,160,290,MS3,2,Fabaceae,Inga,ingoides,Inga ingoides,(Rich.) Willd.,6.7,5,,,775,NA,776,NA, 276 - 279,,P,V,MS3_2
989,Madre selva,27/11/2015,220,260,MS3,3,Myrtaceae,Eugenia,feijoi,Eugenia feijoi,O. Berg,3.7,6,,,777,NA,778,NA, 280 - 283,,P,V,MS3_3
990,Madre selva,27/11/2015,220,260,MS3,3,Moraceae,Ficus,krukovii,Ficus krukovii,Standl.,49.5,8,,,777,NA,778,NA, 280 - 283,,P,V,MS3_3
991,Madre selva,27/11/2015,220,260,MS3,3,Euphorbiaceae,Croton,cuneatus,Croton cuneatus,Miq. ,6.9,6,,,777,NA,778,NA, 280 - 283,,P,V,MS3_3
992,Madre selva,27/11/2015,220,260,MS3,3,Sapotaceae,Chrysophyllum,argenteum,Chrysophyllum argenteum, Jacq.,8.5,5,,,777,NA,778,NA, 280 - 283,,P,V,MS3_3
993,Madre selva,27/11/2015,220,260,MS3,3,Polygonaceae,Triplaris,weigeltiana,Triplaris weigeltiana,(Rchb.) Kuntze,14.3,9,,,777,NA,778,NA, 280 - 283,,P,V,MS3_3
994,Madre selva,27/11/2015,280,120,MS3,4,Violaceae,Gloeospermum,equatoriense,Gloeospermum equatoriense,Hekking,3.6,5,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
995,Madre selva,27/11/2015,280,120,MS3,4,Violaceae,Gloeospermum,equatoriense,Gloeospermum equatoriense,Hekking,6.5,6,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
996,Madre selva,27/11/2015,280,120,MS3,4,Sapotaceae,Pouteria,cuspidata,Pouteria cuspidata,(A.DC.) Baehni,4.4,3,Latex blanco,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
997,Madre selva,27/11/2015,280,120,MS3,4,Fabaceae,Pterocarpus,amazonicus,Pterocarpus amazonicus,Huber,3.3,5,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
998,Madre selva,27/11/2015,280,120,MS3,4,Euphorbiaceae,Croton,cuneatus,Croton cuneatus,Miq. ,4.7,6,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
999,Madre selva,27/11/2015,280,120,MS3,4,Sapindaceae,Matayba,arborescens,Matayba arborescens,(Aubl.) Radlk.,32.5,10,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1000,Madre selva,27/11/2015,280,120,MS3,4,Melastomataceae,Mouriri,myrtifolia,Mouriri myrtifolia,Spruce ex Triana,6.2,7,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1001,Madre selva,27/11/2015,280,120,MS3,4,Malvaceae,Eriotheca,globosa,Eriotheca globosa,(Aubl.) A. Robyns,61.1,18,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1002,Madre selva,27/11/2015,280,120,MS3,4,Salicaceae,Laetia,corymbulosa,Laetia corymbulosa,Spruce ex Benth.,6.1,6,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1003,Madre selva,27/11/2015,280,120,MS3,4,Euphorbiaceae,Pera,nitida,Pera nitida,(Benth.) Jabl.,5.2,4,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1004,Madre selva,27/11/2015,280,120,MS3,4,Olacaceae,Heisteria,acuminata,Heisteria acuminata,(Bonpl.) Engl.,3.4,4,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1005,Madre selva,27/11/2015,280,120,MS3,4,Chrysobalanaceae,Licania,canescens,Licania canescens,Benoist,4.5,4,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1006,Madre selva,27/11/2015,280,120,MS3,4,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,7.6,7,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1007,Madre selva,27/11/2015,280,120,MS3,4,Lecythidaceae,Eschweilera,albiflora,Eschweilera albiflora,(DC.) Miers,29.2,15,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1008,Madre selva,27/11/2015,280,120,MS3,4,Putranjivaceae,Drypetes,variabilis,Drypetes variabilis,Uittien,3.9,6,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1009,Madre selva,27/11/2015,280,120,MS3,4,Sapotaceae,Micropholis,egensis,Micropholis egensis,(A.DC.) Pierre,7.8,5,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1010,Madre selva,27/11/2015,280,120,MS3,4,Fabaceae,Pterocarpus,amazonicus,Pterocarpus amazonicus,Huber,3.3,6,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1011,Madre selva,27/11/2015,280,120,MS3,4,Melastomataceae,Mouriri,acutiflora,Mouriri acutiflora,Naudin,3.9,5,,,779,NA,780,NA, 284 - 287,,P,V,MS3_4
1012,Madre selva,27/11/2015,180,30,MS3,5,Malvaceae,Scleronema,praecox,Scleronema praecox,(Ducke) Ducke,3.1,3,,,781,NA,782,NA, 288 - 291,,P,V,MS3_5
1013,Madre selva,27/11/2015,180,30,MS3,5,Olacaceae,Heisteria,duckei,Heisteria duckei,Sleumer,2.8,4,,,781,NA,782,NA, 288 - 291,,P,V,MS3_5
